Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,y,year,rank_diff,pts_diff,odd_diff,h2h_advantage,last_winner,surface_winrate_adv
Hobart International,2023-01-10,Outdoor,Hard,1st Round,3,Blinkova A.,Bronzetti L.,Blinkova A.,72,50,809,996,1.44,2.75,6-4 6-3 ,1,2023,-22,-187,1.31,-1,0.0,-0.08374384236453197
Hobart International,2023-01-10,Outdoor,Hard,1st Round,3,Sherif M.,Parrizas Diaz N.,Parrizas Diaz N.,52,77,991,772,2.38,1.57,6-2 2-6 1-6,0,2023,25,219,-0.8099999999999998,0,,-0.2471264367816092
Hobart International,2023-01-10,Outdoor,Hard,1st Round,3,Van Uytvanck A.,Linette M.,Van Uytvanck A.,70,46,828,1060,3.0,1.4,6-4 1-6 6-4,1,2023,-24,-232,-1.6,0,,-0.019883040935672558
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Kontaveit A.,Badosa P.,Badosa P.,17,11,2093,2387,1.67,2.2,4-6 3-6 ,0,2023,-6,-294,0.5300000000000002,1,1.0,0.06168666553996949
Hobart International,2023-01-10,Outdoor,Hard,1st Round,3,Brengle M.,Pera B.,Pera B.,62,44,876,1086,1.8,2.0,4-6 4-6 ,0,2023,-18,-210,0.19999999999999996,0,,0.0215311004784689
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Kanepi K.,Sanders S.,Kanepi K.,32,227,1405,280,1.3,3.5,6-2 6-2 ,1,2023,195,1125,2.2,0,,0.20955882352941174
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Azarenka V.,Kudermetova V.,Kudermetova V.,25,9,1597,2715,2.38,1.57,6-2 6-7 4-6,0,2023,-16,-1118,-0.8099999999999998,-1,0.0,0.12785154919986386
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Kalinskaya A.,Ostapenko J.,Kalinskaya A.,64,18,869,2040,1.8,2.0,6-3 6-4 ,1,2023,-46,-1171,0.19999999999999996,0,,0.012443438914027216
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Riske-Amritraj A.,Krejcikova B.,Krejcikova B.,41,21,1180,1850,3.4,1.33,2-6 6-7 ,0,2023,-20,-670,-2.07,0,,-0.6764705882352942
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Anisimova A.,Samsonova L.,Anisimova A.,29,19,1467,1964,2.75,1.44,7-5 6-3 ,1,2023,-10,-497,-1.31,0,,-0.00520833333333337
Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,3,Rogers S.,Zheng Q.,Zheng Q.,53,30,990,1455,2.38,1.57,6-4 4-6 0-6,0,2023,-23,-465,-0.8099999999999998,0,,0.07099391480730222
Hobart International,2023-01-10,Outdoor,Hard,1st Round,3,Bonaventure Y.,Zidansek T.,Bonaventure Y.,92,88,679,709,1.73,2.1,6-7 6-2 6-2,1,2023,-4,-30,0.3700000000000001,0,,0.06818181818181818
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Paolini J.,Cocciaretto E.,67,65,850,867,1.8,2.0,6-2 6-1 ,1,2023,-2,-17,0.19999999999999996,-1,0.0,-0.17045454545454541
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Maria T.,Kalinina A.,Kalinina A.,71,40,824,1197,4.5,1.2,6-4 3-6 3-6,0,2023,-31,-373,-3.3,0,,-0.030560271646859094
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Davis L.,Bonaventure Y.,Davis L.,84,92,734,679,1.53,2.5,7-6 6-3 ,1,2023,8,55,0.97,0,,-0.10131578947368419
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Zanevska M.,Kenin S.,Kenin S.,87,280,715,214,2.3,1.62,2-6 3-6 ,0,2023,193,501,-0.6799999999999997,0,,-0.038461538461538436
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Van Uytvanck A.,Wang Xin.,Wang Xin.,70,89,828,698,1.62,2.3,5-7 6-4 3-6,0,2023,19,130,0.6799999999999997,0,,0.08333333333333331
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Putintseva Y.,Parrizas Diaz N.,Putintseva Y.,51,77,995,772,1.57,2.38,6-2 6-3 ,1,2023,26,223,0.8099999999999998,0,,0.12051282051282053
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Siegemund L.,Pera B.,Pera B.,170,44,368,1086,2.75,1.44,4-6 7-6 4-6,0,2023,-126,-718,-1.31,0,,0.02564102564102566
Hobart International,2023-01-11,Outdoor,Hard,2nd Round,3,Blinkova A.,Bouzkova M.,Blinkova A.,72,26,809,1552,3.0,1.4,7-5 6-4 ,1,2023,-46,-743,-1.6,-1,0.0,-0.23034825870646763
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Siniakova K.,Garcia C.,Garcia C.,48,4,1000,4415,3.75,1.29,3-6 6-3 5-7,0,2023,-44,-3415,-2.46,1,1.0,-0.12280701754385964
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Badosa P.,Kanepi K.,Badosa P.,11,32,2387,1405,1.44,2.75,6-1 7-5 ,1,2023,21,982,1.31,0,,0.07373271889400923
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Krejcikova B.,Kasatkina D.,Kasatkina D.,21,8,1850,3380,1.73,2.1,2-6 5-7 ,0,2023,-13,-1530,0.3700000000000001,1,1.0,0.09782608695652173
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Anisimova A.,Haddad Maia B.,15,29,2215,1467,1.8,2.0,6-4 7-5 ,1,2023,14,748,0.19999999999999996,-1,0.0,-0.07378335949764525
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Bencic B.,Bencic B.,64,13,869,2365,3.4,1.33,3-6 3-6 ,0,2023,-51,-1496,-2.07,-2,0.0,0.007352941176470562
Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3,Collins D.,Teichmann J.,Collins D.,14,33,2288,1350,1.33,3.4,6-3 7-6 ,1,2023,19,938,2.07,0,1.0,0.21641791044776115
Adelaide International 2,2023-01-12,Outdoor,Hard,Quarterfinals,3,Garcia C.,Bencic B.,Bencic B.,4,13,4415,2365,2.2,1.67,2-6 6-3 4-6,0,2023,9,2050,-0.5300000000000002,0,,-0.07773386034255603
Adelaide International 2,2023-01-12,Outdoor,Hard,Quarterfinals,3,Kudermetova V.,Collins D.,Kudermetova V.,9,14,2715,2288,1.8,2.0,4-6 7-6 6-1,1,2023,5,427,0.19999999999999996,1,1.0,-0.13169934640522873
Adelaide International 2,2023-01-12,Outdoor,Hard,Quarterfinals,3,Haddad Maia B.,Badosa P.,Badosa P.,15,11,2215,2387,2.2,1.67,6-7 5-7 ,0,2023,-4,-172,-0.5300000000000002,0,,-0.10079365079365077
Adelaide International 2,2023-01-12,Outdoor,Hard,Quarterfinals,3,Kasatkina D.,Kvitova P.,Kasatkina D.,8,16,3380,2176,2.1,1.73,6-3 7-6 ,1,2023,8,1204,-0.3700000000000001,0,,-0.08744038155802858
Hobart International,2023-01-12,Outdoor,Hard,Quarterfinals,3,Pera B.,Cocciaretto E.,Cocciaretto E.,44,67,1086,850,2.1,1.73,7-5 6-7 4-6,0,2023,23,236,-0.3700000000000001,1,1.0,-0.03676470588235292
Hobart International,2023-01-12,Outdoor,Hard,Quarterfinals,3,Kenin S.,Kalinina A.,Kenin S.,280,40,214,1197,2.1,1.73,4-6 6-3 6-1,1,2023,-240,-983,-0.3700000000000001,0,,0.0784198113207547
Hobart International,2023-01-12,Outdoor,Hard,Quarterfinals,3,Putintseva Y.,Blinkova A.,Blinkova A.,51,72,995,809,1.8,2.0,3-6 4-6 ,0,2023,21,186,0.19999999999999996,0,,0.17350928641251218
Hobart International,2023-01-12,Outdoor,Hard,Quarterfinals,3,Davis L.,Wang Xin.,Davis L.,84,89,734,698,1.57,2.38,6-3 6-3 ,1,2023,5,36,0.8099999999999998,0,,0.006591957811469984
Hobart International,2023-01-13,Outdoor,Hard,Semifinals,3,Kenin S.,Cocciaretto E.,Cocciaretto E.,280,67,214,850,1.53,2.5,5-7 6-4 1-6,0,2023,-213,-636,0.97,0,,0.11111111111111116
Hobart International,2023-01-13,Outdoor,Hard,Semifinals,3,Davis L.,Blinkova A.,Davis L.,84,72,734,809,1.8,2.0,6-3 6-3 ,1,2023,-12,-75,0.19999999999999996,0,,0.046130952380952384
Hobart International,2023-01-14,Outdoor,Hard,The Final,3,Cocciaretto E.,Davis L.,Davis L.,67,84,850,734,1.8,2.0,6-7 2-6 ,0,2023,17,116,0.19999999999999996,1,1.0,0.008567931456548328
Adelaide International 2,2023-01-14,Outdoor,Hard,The Final,3,Bencic B.,Kasatkina D.,Bencic B.,13,8,2365,3380,1.57,2.38,6-0 6-2 ,1,2023,-5,-1015,0.8099999999999998,0,0.0,0.035548172757475016
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Fruhvirtova B.,Sasnovich A.,Sasnovich A.,136,38,471,1231,2.75,1.44,5-7 2-6 ,0,2023,-98,-760,-1.31,0,,-0.5
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Zheng Q.,Galfi D.,Zheng Q.,28,88,1534,715,1.13,6.0,6-0 6-2 ,1,2023,60,819,4.87,0,,0.1333333333333333
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Bogdan A.,Bondar A.,Bondar A.,63,81,910,756,1.4,3.0,2-6 6-2 3-6,0,2023,18,154,1.6,0,,0.04044117647058826
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Krejcikova B.,Bejlek S.,Krejcikova B.,23,175,1600,363,1.2,4.5,6-3 6-1 ,1,2023,152,1237,3.3,0,,0.6714285714285714
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Rakhimova K.,Baindl K.,Baindl K.,110,95,585,638,1.91,1.91,5-7 7-6 1-6,0,2023,-15,-53,0.0,0,,0.0
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Osorio M.,Udvardy P.,Osorio M.,84,89,744,695,1.4,3.0,6-4 6-1 ,1,2023,5,49,1.6,0,,0.5
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Pigossi L.,Mcnally C.,Mcnally C.,112,94,559,661,5.0,1.17,5-7 1-6 ,0,2023,-18,-102,-3.83,0,,-0.38461538461538464
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Cocciaretto E.,Rybakina E.,Rybakina E.,48,25,1015,1585,3.2,1.36,5-7 3-6 ,0,2023,-23,-570,-1.84,0,,-0.19444444444444448
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Teichmann J.,Dart H.,Teichmann J.,33,96,1429,637,1.5,2.63,7-5 6-1 ,1,2023,63,792,1.13,-1,0.0,0.09230769230769231
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Marino R.,Zhu L.,Zhu L.,67,87,859,724,1.67,2.2,2-6 4-6 ,0,2023,20,135,0.5300000000000002,0,,0.04731182795698924
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Juvan K.,Janicijevic S.,Juvan K.,104,185,603,345,1.33,3.4,7-5 6-1 ,1,2023,81,258,2.07,0,,0.0
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Niemeier J.,Swiatek I.,Swiatek I.,69,1,845,11025,10.0,1.06,4-6 5-7 ,0,2023,-68,-10180,-8.94,-1,0.0,-0.3128964059196618
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Wang Xin.,Sanders S.,Wang Xin.,79,239,768,263,1.62,2.3,7-6 6-4 ,1,2023,160,505,0.6799999999999997,0,,0.08771929824561403
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Blinkova A.,Keys M.,Keys M.,60,13,922,2318,4.33,1.22,4-6 6-3 2-6,0,2023,-47,-1396,-3.1100000000000003,0,,-0.19622454048683557
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Podoroska N.,Jeanjean L.,Podoroska N.,191,109,335,589,1.91,1.91,6-0 6-3 ,1,2023,-82,-254,0.0,0,,0.4230769230769231
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Ostapenko J.,Yastremska D.,Ostapenko J.,17,101,2040,611,1.4,3.0,6-4 6-2 ,1,2023,84,1429,1.6,-1,0.0,0.12753623188405794
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Gibson T.,Burel C.,Burel C.,344,130,157,499,5.5,1.14,3-6 4-6 ,0,2023,-214,-342,-4.36,0,,-0.3157894736842105
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Kalinina A.,Vandeweghe C.,Kalinina A.,39,139,1227,451,1.33,3.4,6-3 6-1 ,1,2023,100,776,2.07,0,,0.3434343434343434
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Bucsa C.,Lys E.,Bucsa C.,100,126,611,507,1.8,2.0,2-6 6-0 6-2,1,2023,26,104,0.19999999999999996,0,,0.0
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Kucova K.,Shnaider D.,Shnaider D.,272,106,227,593,4.0,1.25,6-7 5-7 ,0,2023,-166,-366,-2.75,0,,0.0
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Kenin S.,Azarenka V.,Azarenka V.,203,24,323,1598,2.75,1.44,4-6 6-7 ,0,2023,-179,-1275,-1.31,-1,0.0,-0.15603799185888745
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Cristian J.,Pegula J.,Pegula J.,161,3,388,5000,10.0,1.06,0-6 1-6 ,0,2023,-158,-4612,-8.94,0,,-0.19637681159420284
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Gadecki O.,Kudermetova P.,Gadecki O.,199,182,326,353,2.5,1.53,7-5 6-1 ,1,2023,-17,-27,-0.97,0,,0.0
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Anisimova A.,Kostyuk M.,Kostyuk M.,27,61,1535,915,1.8,2.0,3-6 4-6 ,0,2023,34,620,0.19999999999999996,0,,0.09056603773584904
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Andreescu B.,Bouzkova M.,Andreescu B.,43,26,1121,1581,1.73,2.1,6-2 6-4 ,1,2023,-17,-460,0.3700000000000001,-1,0.0,0.02941176470588236
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Collins D.,Kalinskaya A.,Collins D.,11,59,2388,948,1.4,3.0,7-5 5-7 6-4,1,2023,48,1440,1.6,0,,0.10038882997525633
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Gauff C.,Siniakova K.,Gauff C.,7,46,3762,1055,1.29,3.75,6-1 6-4 ,1,2023,39,2707,2.46,3,1.0,0.20722135007849296
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Yuan Y.,Sakkari M.,Sakkari M.,117,6,538,3921,6.0,1.13,1-6 4-6 ,0,2023,-111,-3383,-4.87,0,,-0.23829787234042554
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Pera B.,Uchijima M.,Pera B.,41,116,1145,546,1.25,4.0,2-6 6-3 6-1,1,2023,75,599,2.75,0,,-0.034146341463414664
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Kvitova P.,Van Uytvanck A.,Kvitova P.,15,68,2221,846,1.25,4.0,7-6 6-2 ,1,2023,53,1375,2.75,1,1.0,0.17730496453900707
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Tsurenko L.,Muchova K.,Muchova K.,134,133,473,476,2.3,1.62,2-6 1-6 ,0,2023,-1,-3,-0.6799999999999997,0,,-0.32857142857142857
Australian Open,2023-01-16,Outdoor,Hard,1st Round,3,Korpatsch T.,Raducanu E.,Raducanu E.,76,77,787,784,5.0,1.17,3-6 2-6 ,0,2023,1,3,-3.83,-1,0.0,-0.3306451612903226
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Rodina E.,Volynets K.,Volynets K.,445,113,101,556,3.2,1.36,3-6 2-6 ,0,2023,-332,-455,-1.84,0,,0.375
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Tomova V.,Bencic B.,Bencic B.,91,10,682,2735,11.0,1.05,1-6 2-6 ,0,2023,-81,-2053,-9.95,0,,-0.4030335861321777
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Jabeur O.,Zidansek T.,Jabeur O.,2,98,5140,617,1.1,7.0,7-6 4-6 6-1,1,2023,96,4523,5.9,0,,0.24810744810744806
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Cirstea S.,Putintseva Y.,Putintseva Y.,42,47,1136,1054,1.73,2.1,6-2 4-6 3-6,0,2023,5,82,0.3700000000000001,0,,-0.0694801852804941
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Samsonova L.,Paolini J.,Samsonova L.,20,66,1905,867,1.14,5.5,6-2 6-4 ,1,2023,46,1038,4.36,0,,0.06428571428571428
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Golubic V.,Martic P.,Martic P.,83,37,744,1237,2.1,1.73,3-6 4-6 ,0,2023,-46,-493,-0.3700000000000001,0,,-0.005291005291005291
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Kudermetova V.,Zanevska M.,Kudermetova V.,9,80,2800,762,1.17,5.0,6-2 7-6 ,1,2023,71,2038,3.83,1,1.0,0.148962148962149
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Wang Xiy.,Pliskova Ka.,Pliskova Ka.,53,31,993,1450,3.75,1.29,1-6 3-6 ,0,2023,-22,-457,-2.46,0,,-0.03864734299516903
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Kontaveit A.,Grabher J.,Kontaveit A.,19,85,1909,744,1.08,8.0,6-2 6-3 ,1,2023,66,1165,6.92,0,,0.36054421768707484
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Garcia C.,Sebov K.,Garcia C.,4,190,4415,338,1.11,6.5,6-3 6-0 ,1,2023,186,4077,5.39,0,,0.28846153846153844
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Alexandrova E.,Bonaventure Y.,Alexandrova E.,18,90,1910,694,1.4,3.0,6-2 6-1 ,1,2023,72,1216,1.6,0,,0.06338028169014087
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Sabalenka A.,Martincova T.,Sabalenka A.,5,74,4340,800,1.08,8.0,6-1 6-4 ,1,2023,69,3540,6.92,0,,0.15713289152424137
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Rogers S.,Hartono A.,Rogers S.,51,240,1002,263,1.14,5.5,6-4 6-3 ,1,2023,189,739,4.36,0,,0.37971014492753624
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Trevisan M.,Schmiedlova A.,Schmiedlova A.,21,105,1672,603,1.91,1.91,3-6 2-6 ,0,2023,84,1069,0.0,0,,-0.14058355437665782
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Giorgi C.,Giorgi C.,364,70,142,836,2.0,1.8,0-6 1-6 ,0,2023,-294,-694,-0.19999999999999996,0,,-0.021370207416719023
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Fourlis J.,Fruhvirtova L.,Fruhvirtova L.,160,82,389,746,4.0,1.25,0-6 4-6 ,0,2023,-78,-357,-2.75,0,,-0.5625
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Muguruza G.,Mertens E.,Mertens E.,73,32,824,1449,1.8,2.0,6-3 6-7 1-6,0,2023,-41,-625,0.19999999999999996,1,1.0,0.050383351588170866
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Birrell K.,Kanepi K.,Birrell K.,167,29,374,1472,5.5,1.14,3-6 7-6 6-1,1,2023,-138,-1098,-4.36,0,,-0.1314285714285715
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Parry D.,Townsend T.,Townsend T.,107,135,590,471,2.75,1.44,1-6 1-6 ,0,2023,28,119,-1.31,0,,0.17857142857142855
Australian Open,2023-01-17,Outdoor,Hard,1st Round,3,Fernandez L.A.,Cornet A.,Fernandez L.A.,40,34,1198,1347,1.57,2.38,7-5 6-2 ,1,2023,-6,-149,0.8099999999999998,1,1.0,0.05086580086580095
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Osorio M.,Swiatek I.,Swiatek I.,84,1,744,11025,13.0,1.04,2-6 3-6 ,0,2023,-83,-10281,-11.96,0,,-0.2528735632183907
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Zhu L.,Teichmann J.,Zhu L.,87,33,724,1429,2.75,1.44,6-2 6-2 ,1,2023,-54,-705,-1.31,0,,-0.0625
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Sasnovich A.,Pegula J.,Pegula J.,38,3,1231,5000,5.5,1.14,2-6 6-7 ,0,2023,-35,-3769,-4.36,-1,0.0,-0.1584699453551912
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Kalinina A.,Kvitova P.,Kalinina A.,39,15,1227,2221,2.5,1.53,7-5 6-4 ,1,2023,-24,-994,-0.97,0,,-0.2004643962848297
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Burel C.,Krejcikova B.,Krejcikova B.,130,23,499,1600,5.0,1.17,4-6 1-6 ,0,2023,-107,-1101,-3.83,0,,-0.326056338028169
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Keys M.,Wang Xin.,Keys M.,13,79,2318,768,1.17,5.0,6-3 6-2 ,1,2023,66,1550,3.83,0,,0.16087675765095122
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Gauff C.,Raducanu E.,Gauff C.,7,77,3762,784,1.29,3.75,6-3 7-6 ,1,2023,70,2978,2.46,0,,0.026503164556962
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Juvan K.,Rybakina E.,Rybakina E.,104,25,603,1585,5.0,1.17,2-6 1-6 ,0,2023,-79,-982,-3.83,0,,-0.17612942612942617
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,Sakkari M.,6,106,3921,593,1.17,5.0,3-6 7-5 6-3,1,2023,100,3328,3.83,0,,-0.35789473684210527
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Zheng Q.,Pera B.,Pera B.,28,41,1534,1145,1.3,3.5,4-6 4-6 ,0,2023,13,389,2.2,0,,0.16743471582181257
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Collins D.,Muchova K.,Collins D.,11,133,2388,476,1.57,2.38,6-7 6-2 7-6,1,2023,122,1912,0.8099999999999998,0,,0.07539682539682546
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Podoroska N.,Azarenka V.,Azarenka V.,191,24,335,1598,7.0,1.1,1-6 0-6 ,0,2023,-167,-1263,-5.9,0,,-0.2614379084967321
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Mcnally C.,Baindl K.,Baindl K.,94,95,661,638,1.53,2.5,1-6 6-7 ,0,2023,1,23,0.97,0,,-0.5925925925925926
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Kostyuk M.,Gadecki O.,Kostyuk M.,61,199,915,326,1.14,5.5,6-2 6-1 ,1,2023,138,589,4.36,0,,0.18518518518518517
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Bondar A.,Ostapenko J.,Ostapenko J.,81,17,756,2040,4.5,1.2,6-7 7-5 0-6,0,2023,-64,-1284,-3.3,0,,-0.24705882352941172
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Haddad Maia B.,Parrizas Diaz N.,Parrizas Diaz N.,14,75,2255,790,1.2,4.5,6-7 2-6 ,0,2023,61,1465,3.3,1,1.0,0.11723052714398113
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Stefanini L.,Maria T.,Stefanini L.,141,71,447,834,2.3,1.62,3-6 7-5 6-4,1,2023,-70,-387,-0.6799999999999997,0,,0.0
Australian Open,2023-01-18,Outdoor,Hard,2nd Round,3,Bucsa C.,Andreescu B.,Bucsa C.,100,43,611,1121,5.0,1.17,2-6 7-6 6-4,1,2023,-57,-510,-3.83,0,,-0.2649350649350649
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Begu I.,Mandlik E.,Begu I.,30,129,1472,500,1.22,4.33,3-6 7-6 6-2,1,2023,99,972,3.1100000000000003,0,,0.14
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Bronzetti L.,Siegemund L.,Siegemund L.,52,158,996,397,1.8,2.0,6-2 4-6 3-6,0,2023,106,599,0.19999999999999996,0,,0.029629629629629672
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Davis L.,Kovinic D.,Davis L.,57,55,954,966,1.44,2.75,1-6 7-5 6-1,1,2023,-2,-12,1.31,-1,0.0,0.1335227272727273
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Selekhmeteva O.,Vekic D.,Vekic D.,179,64,356,906,3.75,1.29,2-6 6-2 6-7,0,2023,-115,-550,-2.46,0,,-0.010204081632653073
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Linette M.,Sherif M.,Linette M.,45,54,1060,991,1.22,4.33,7-5 6-1 ,1,2023,9,69,3.1100000000000003,0,,0.33999999999999997
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Riske-Amritraj A.,Vondrousova M.,Vondrousova M.,49,86,1013,732,4.5,1.2,7-5 1-6 4-6,0,2023,37,281,-3.3,0,,-0.5964912280701754
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Zhang S.,Tig P.M.,Zhang S.,22,777,1600,29,1.08,8.0,6-1 4-6 6-0,1,2023,755,1571,6.92,0,,-0.015625
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Kasatkina D.,Gracheva V.,Gracheva V.,8,97,3500,630,1.13,6.0,1-6 1-6 ,0,2023,89,2870,4.87,1,1.0,0.1715727502102607
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Liu C.,Brengle M.,Liu C.,62,72,912,831,1.62,2.3,6-3 6-4 ,1,2023,10,81,0.6799999999999997,0,,0.03167420814479638
Australian Open,2023-01-18,Outdoor,Hard,1st Round,3,Stephens S.,Potapova A.,Potapova A.,36,44,1244,1079,1.8,2.0,6-7 4-6 ,0,2023,8,165,0.19999999999999996,0,,-0.05169811320754719
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Birrell K.,Fruhvirtova L.,Fruhvirtova L.,167,82,374,746,3.0,1.4,3-6 2-6 ,0,2023,-85,-372,-1.6,0,,-0.08823529411764708
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Bencic B.,Liu C.,Bencic B.,10,62,2735,912,1.07,9.0,7-6 6-3 ,1,2023,52,1823,7.93,0,,0.23148148148148145
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Stefanini L.,Gracheva V.,Gracheva V.,141,97,447,630,2.63,1.5,3-6 1-6 ,0,2023,-44,-183,-1.13,0,,0.07142857142857145
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Jabeur O.,Vondrousova M.,Vondrousova M.,2,86,5140,732,1.73,2.1,1-6 7-5 1-6,0,2023,84,4408,0.3700000000000001,2,1.0,0.07046476761619191
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Garcia C.,Fernandez L.A.,Garcia C.,4,40,4415,1198,1.44,2.75,7-6 7-5 ,1,2023,36,3217,1.31,0,,-0.0475329372255231
Australian Open,2023-01-19,Outdoor,Hard,2nd Round,3,Martic P.,Zhang S.,Zhang S.,37,22,1237,1600,1.73,2.1,3-6 3-6 ,0,2023,-15,-363,0.3700000000000001,-1,0.0,-0.001398601398601429
